IdentificacaoMateria,DadosBasicosMateria,Classificacoes,Assunto,AtualizacoesRecentes
"{'CodigoMateria': '139545', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '05636', 'AnoMateria': '2019', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 5636/2019', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '7814827'}","{'EmentaMateria': 'Institui o Dia de Celebração da Amizade Brasil-Israel.', 'ExplicacaoEmentaMateria': 'Estabelece o dia 12 de abril com o Dia da Celebração da Amizade Brasil-Israel.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  DIA NACIONAL ,  CELEBRAÇÃO ,  AMIZADE ,  BRASIL ,  PAIS ESTRANGEIRO ,  ISRAEL .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2019-10-24', 'DataLeitura': '2019-10-24'}","{'Classificacao': {'CodigoClasse': '33805332', 'DescricaoClasse': 'Data Comemorativa', 'DescricaoClasseHierarquica': 'Honorífico / Data Comemorativa'}}","{'AssuntoEspecifico': {'Codigo': '121', 'Descricao': 'Data comemorativa'}, 'AssuntoGeral': {'Codigo': '85', 'Descricao': 'Honorífico'}}","{'Atualizacao': [{'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:37:59'}, {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:37:59'}]}"
"{'CodigoMateria': '139562', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '05656', 'AnoMateria': '2019', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 5656/2019', 'IndicadorTramitando': 'Não', 'IdentificacaoProcesso': '7827473'}","{'EmentaMateria': 'Altera a Lei nº 12.244, de 24 de maio de 2010, para modificar a definição de biblioteca escolar e criar o Sistema Nacional de Bibliotecas Escolares (SNBE).', 'ExplicacaoEmentaMateria': 'Define a biblioteca escolar como equipamento cultural obrigatório, prevê seus objetivos, dispõe sobre a sua universalização e cria o Sistema Nacional de Bibliotecas Escolares.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  DEFINIÇÃO ,  BIBLIOTECA ,  ESTABELECIMENTO DE ENSINO ,  CRIAÇÃO ,  SISTEMA NACIONAL .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2019-10-24', 'DataLeitura': '2019-10-24'}","{'Classificacao': {'CodigoClasse': '33808972', 'DescricaoClasse': 'Educação', 'DescricaoClasseHierarquica': 'Política Social / Educação'}}","{'AssuntoEspecifico': {'Codigo': '144', 'Descricao': 'Educação'}, 'AssuntoGeral': {'Codigo': '84', 'Descricao': 'Social'}}","{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-25 17:43:25'}}"
"{'CodigoMateria': '139799', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '05980', 'AnoMateria': '2019', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 5980/2019', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '7831636'}","{'EmentaMateria': 'Altera a Lei nº 9.709, de 18 de novembro de 1998, para prever como questão de relevância nacional a candidatura do Brasil para sediar eventos desportivos de grande porte e caráter internacional, cuja realização implique expressivo gasto de recursos públicos, nos termos do regulamento.', 'ExplicacaoEmentaMateria': 'Considera questão de relevância nacional, para fins de realização de consulta popular mediante plebiscito, a candidatura do Brasil para sediar eventos desportivos de grande porte e caráter internacional, cuja realização implique expressivo gasto de recursos públicos.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  DEFINIÇÃO ,  RELEVANCIA ,  CANDIDATURA ,  BRASIL ,  SEDE ,  EVENTO ,  ESPORTE ,  CORRELAÇÃO ,  REALIZAÇÃO ,  REFERENDO ,  PLEBISCITO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2019-11-18', 'DataLeitura': '2019-11-18'}","{'Classificacao': {'CodigoClasse': '33805692', 'DescricaoClasse': 'Direitos Políticos', 'DescricaoClasseHierarquica': 'Jurídico / Direitos e Garantias / Direitos Políticos'}}","{'AssuntoEspecifico': {'Codigo': '132', 'Descricao': 'Direitos políticos, nacionalidade e cidadania'}, 'AssuntoGeral': {'Codigo': '83', 'Descricao': 'Jurídico'}}","{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 14:24:52'}}"
"{'CodigoMateria': '139803', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '05984', 'AnoMateria': '2019', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 5984/2019', 'IndicadorTramitando': 'Não', 'IdentificacaoProcesso': '7832264'}","{'EmentaMateria': 'Institui o dia 28 de abril como o Dia Nacional da Conscientização sobre a Doença de Fabry.', 'ExplicacaoEmentaMateria': 'Torna o dia 28 de abril o Dia Nacional da Conscientização sobre a Doença de Fabry, a fim de ampliar o conhecimento da sociedade acerca dessa doença e antecipar o seu diagnóstico.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  DIA NACIONAL ,  CONSCIENTIZAÇÃO ,  DOENÇA ,  GENETICA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2019-11-18', 'DataLeitura': '2019-11-18'}","{'Classificacao': {'CodigoClasse': '33805332', 'DescricaoClasse': 'Data Comemorativa', 'DescricaoClasseHierarquica': 'Honorífico / Data Comemorativa'}}","{'AssuntoEspecifico': {'Codigo': '121', 'Descricao': 'Data comemorativa'}, 'AssuntoGeral': {'Codigo': '85', 'Descricao': 'Honorífico'}}","{'Atualizacao': {'InformacaoAtualizada': 'DOCUMENTO', 'DataUltimaAtualizacao': '2024-03-21 19:11:38'}}"
"{'CodigoMateria': '139810', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '05990', 'AnoMateria': '2019', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 5990/2019', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '7835151'}","{'EmentaMateria': 'Confere o título de Capital Nacional da Pós-Colheita de Grãos ao Município de Panambi, no Estado do Rio Grande do Sul.', 'ExplicacaoEmentaMateria': 'Confere o título de Capital Nacional da Pós-Colheita de Grãos a Panambi/RS.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  HOMENAGEM ,  TITULO ,  CAPITAL NACIONAL ,  COLHEITA ,  MUNICIPIO ,  PANAMBI (RS) .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2019-11-18', 'DataLeitura': '2019-11-18'}","{'Classificacao': {'CodigoClasse': '33805347', 'DescricaoClasse': 'Homenagem', 'DescricaoClasseHierarquica': 'Honorífico / Homenagem'}}","{'AssuntoEspecifico': {'Codigo': '122', 'Descricao': 'Homenagem cívica'}, 'AssuntoGeral': {'Codigo': '85', 'Descricao': 'Honorífico'}}","{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-25 16:35:32'}}"
"{'CodigoMateria': '139982', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '06214', 'AnoMateria': '2019', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 6214/2019', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '7846524'}","{'EmentaMateria': 'Altera os arts. 13 e 14 da Lei nº 9.718, de 27 de novembro de 1998, para ampliar o limite de receita bruta total que possibilita pessoas jurídicas optarem pelo regime de lucro presumido para fins de tributação.', 'ExplicacaoEmentaMateria': 'Aumentar o limite de receita bruta anual permitido à opção do regime tributário às pessoas jurídicas pelo Lucro Presumido para R$ 120 milhões.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  TRIBUTAÇÃO ,  IMPOSTO DE RENDA ,  AMPLIAÇÃO ,  LIMITAÇÃO ,  RECEITA BRUTA ,  PESSOA JURIDICA ,  OPÇÃO ,  REGIME JURIDICO ,  LUCRO PRESUMIDO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2019-11-27', 'DataLeitura': '2019-11-27'}","{'Classificacao': {'CodigoClasse': '33804940', 'DescricaoClasse': 'Tributos', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Tributos'}}","{'AssuntoEspecifico': {'Codigo': '117', 'Descricao': 'Tributação'}, 'AssuntoGeral': {'Codigo': '82', 'Descricao': 'Econômico'}}","{'Atualizacao': [{'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 18:37:51'}, {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 18:37:51'}]}"
"{'CodigoMateria': '140068', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '06296', 'AnoMateria': '2019', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 6296/2019', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '7849006'}","{'EmentaMateria': 'Altera a Lei nº 8.987, de 13 de fevereiro de 1995, e a Lei nº 11.079, de 30 de dezembro de 2004, para estabelecer que, nos setores rodoviário, ferroviário, hidroviário e aeroportuário da administração pública federal, os recursos arrecadados em pagamento pela outorga da concessão, pela sua renovação e prorrogação serão investidos, preferencialmente, na unidade da Federação onde se localiza a rodovia, a ferrovia, o porto ou aeroporto concedido.', 'ExplicacaoEmentaMateria': 'Altera a Lei de Concessões e Permissões do Serviço Público para estabelecer que os recursos obtidos com o pagamento da outorga de concessão nos setores rodoviário, ferroviário, hidroviário e aeroportuário sejam preferencialmente aplicados na unidade da federação em que localizado o serviço outorgado.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  CRITERIOS ,  DESTINAÇÃO ,  RECURSOS FINANCEIROS ,  ORIGEM ,  UNIÃO FEDERAL ,  CONCESSÃO ,  RODOVIA ,  FERROVIA ,  HIDROVIA ,  AEROPORTO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2019-12-04', 'DataLeitura': '2019-12-04'}","{'Classificacao': {'CodigoClasse': '33686030', 'DescricaoClasse': 'Licitação e Contratos', 'DescricaoClasseHierarquica': 'Administração Pública / Licitação e Contratos'}}","{'AssuntoEspecifico': {'Codigo': '102', 'Descricao': 'Licitação e contratos'}, 'AssuntoGeral': {'Codigo': '81', 'Descricao': 'Administrativo'}}","{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 09:48:16'}}"
"{'CodigoMateria': '140140', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '06404', 'AnoMateria': '2019', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 6404/2019', 'IndicadorTramitando': 'Não', 'IdentificacaoProcesso': '7852102'}","{'EmentaMateria': 'Institui, em âmbito nacional, o mês de “Dezembro Verde”, dedicado às ações educativas e de reflexão sobre o abandono de animais.', 'ExplicacaoEmentaMateria': 'Institui o ""Dezembro Verde"" para conscientização e realização de ações contra o abandono de\nanimais, envolvendo a população, órgãos públicos e organizações que atuam na área.', 'IndexacaoMateria': 'CRIAÇÃO ,  DATA NACIONAL ,  COMEMORAÇÃO ,  CONSCIENTIZAÇÃO ,  ABANDONO ,  ANIMAL ,  MES ,  DEZEMBRO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2019-12-11', 'DataLeitura': '2019-12-11'}","{'Classificacao': {'CodigoClasse': '33805332', 'DescricaoClasse': 'Data Comemorativa', 'DescricaoClasseHierarquica': 'Honorífico / Data Comemorativa'}}","{'AssuntoEspecifico': {'Codigo': '121', 'Descricao': 'Data comemorativa'}, 'AssuntoGeral': {'Codigo': '85', 'Descricao': 'Honorífico'}}","{'Atualizacao': {'InformacaoAtualizada': 'DOCUMENTO', 'DataUltimaAtualizacao': '2024-03-21 18:12:05'}}"
"{'CodigoMateria': '140335', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '06575', 'AnoMateria': '2019', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 6575/2019', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '7855997'}","{'EmentaMateria': 'Regulamenta o Rodeio Crioulo como atividade da cultura popular.', 'ExplicacaoEmentaMateria': 'Define o Rodeio Crioulo; determina a aplicação da legislação relativa à defesa sanitária animal; estabelece obrigações para a entidade promotora do rodeio, relativas à proteção da saúde dos animais, ao seu transporte e à infraestrutura do rodeio; dispõe sobre as peças utilizadas nas montarias; determina a contratação de seguro de vida e invalidez para os envolvidos no rodeio; e estabelece sanções pelo descumprimento das normas.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  REGULAMENTAÇÃO ,  RODEIO ,  EVENTO ,  CAVALO ,  ANIMAL ,  ATIVIDADE CULTURAL .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2019-12-18', 'DataLeitura': '2019-12-18'}","{'Classificacao': {'CodigoClasse': '33808987', 'DescricaoClasse': 'Cultura', 'DescricaoClasseHierarquica': 'Política Social / Cultura'}}","{'AssuntoEspecifico': {'Codigo': '137', 'Descricao': 'Arte e cultura'}, 'AssuntoGeral': {'Codigo': '84', 'Descricao': 'Social'}}","{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-25 16:36:02'}}"
"{'CodigoMateria': '140481', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00076', 'AnoMateria': '2020', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 76/2020', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '7860887'}","{'EmentaMateria': 'Cria e regulamenta as profissões de Cuidador de Pessoa Idosa, Cuidador Infantil, Cuidador de Pessoa com Deficiência e Cuidador de Pessoa com Doença Rara e dá outras providências.', 'ExplicacaoEmentaMateria': 'Estabelece e regulamenta a profissão de cuidador de pessoa idosa, infantil, com necessidades especiais e portadora de doença rara.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  REGULAMENTAÇÃO ,  ATIVIDADE ECONOMICA ,  EXERCICIO PROFISSIONAL ,  CUIDADOR DE IDOSO ,  ASSISTENCIA ,  CRIANÇA ,  PESSOA COM DEFICIENCIA ,  DOENÇA RARA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2020-02-04', 'DataLeitura': '2020-02-04'}","{'Classificacao': {'CodigoClasse': '33808927', 'DescricaoClasse': 'Trabalho e Emprego', 'DescricaoClasseHierarquica': 'Política Social / Trabalho e Emprego'}}","{'AssuntoEspecifico': {'Codigo': '148', 'Descricao': 'Trabalho e emprego'}, 'AssuntoGeral': {'Codigo': '84', 'Descricao': 'Social'}}","{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-21 11:24:22'}}"
"{'CodigoMateria': '140548', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '02868', 'AnoMateria': '2019', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 2868/2019', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '7858526'}","{'EmentaMateria': 'Altera a Lei nº 7.853, de 24 de outubro de 1989, a fim de dispor sobre a realização de mutirões periódicos, em espaços públicos, para atendimentos terapêuticos multidisciplinares, com ações multiprofissionais, interdisciplinares e intersetoriais, a pessoas com deficiência.', 'ExplicacaoEmentaMateria': 'Estabelece que o Poder Público deve viabilizar, na área da saúde, a promoção de mutirões para atendimento terapêutico multidisciplinar a pessoas com deficiência.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  CRITERIOS ,  REALIZAÇÃO ,  EVENTO ,  ATENDIMENTO ,  PESSOA COM DEFICIENCIA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2020-02-06', 'DataLeitura': '2020-02-06'}","{'Classificacao': {'CodigoClasse': '33809333', 'DescricaoClasse': 'Direitos Humanos e Minorias', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Direitos Humanos e Minorias'}}","{'AssuntoEspecifico': {'Codigo': '143', 'Descricao': 'Direitos humanos e minorias'}, 'AssuntoGeral': {'Codigo': '84', 'Descricao': 'Social'}}","{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-25 17:47:52'}}"
"{'CodigoMateria': '140931', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00490', 'AnoMateria': '2020', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 490/2020', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '7871842'}","{'EmentaMateria': 'Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para dispor sobre a concessão de bônus em processo seletivo de acesso a cursos de graduação das instituições federais de educação superior.', 'ExplicacaoEmentaMateria': 'Prevê que o processo seletivo para cursos de graduação em instituições federais, se realizado em nível nacional, terá a concessão de bônus a candidatos residentes no Estado sede da instituição federal.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI DE DIRETRIZES E BASES DA EDUCAÇÃO NACIONAL ,  CONCESSÃO ,  BONUS ,  CANDIDATO ,  SISTEMA DE SELEÇÃO UNIFICADA (SISU) ,  INSTITUIÇÃO EDUCACIONAL ,  ENSINO SUPERIOR ,  INSTITUIÇÃO FEDERAL DE ENSINO ,  MORADOR ,  LOCAL ,  VINCULAÇÃO ,  RESIDENCIA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2020-03-04', 'DataLeitura': '2020-03-04'}","{'Classificacao': {'CodigoClasse': '33808972', 'DescricaoClasse': 'Educação', 'DescricaoClasseHierarquica': 'Política Social / Educação'}}","{'AssuntoEspecifico': {'Codigo': '144', 'Descricao': 'Educação'}, 'AssuntoGeral': {'Codigo': '84', 'Descricao': 'Social'}}","{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-22 08:44:23'}}"
"{'CodigoMateria': '141128', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00775', 'AnoMateria': '2020', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 775/2020', 'IndicadorTramitando': 'Não', 'IdentificacaoProcesso': '7877093'}","{'EmentaMateria': 'Institui a Semana do Lixo Zero.', 'ExplicacaoEmentaMateria': 'Estabelece a semana do lixo zero, a ser realizada anualmente na última semana do mês de outubro.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  COMEMORAÇÃO ,  SEMANA ,  SUSTENTABILIDADE ,  LIXO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2020-03-20', 'DataLeitura': '2020-03-20'}","{'Classificacao': {'CodigoClasse': '33805332', 'DescricaoClasse': 'Data Comemorativa', 'DescricaoClasseHierarquica': 'Honorífico / Data Comemorativa'}}","{'AssuntoEspecifico': {'Codigo': '121', 'Descricao': 'Data comemorativa'}, 'AssuntoGeral': {'Codigo': '85', 'Descricao': 'Honorífico'}}","{'Atualizacao': {'InformacaoAtualizada': 'DOCUMENTO', 'DataUltimaAtualizacao': '2024-03-21 18:12:54'}}"
"{'CodigoMateria': '141637', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '02028', 'AnoMateria': '2020', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 2028/2020', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '7901995'}","{'EmentaMateria': 'Destina 80% (oitenta por cento) dos valores referentes ao produto ou proveito decorrente da prática de crime de tráfico ilícito de drogas ou de lavagem de dinheiro, apreendidos ou recuperados no Brasil ou no exterior, para ações de enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (Covid-19).', 'ExplicacaoEmentaMateria': 'Estabelece, enquanto perdurar o estado de calamidade pública em decorrência da pandemia do Covid-19, que se destine 80% dos valores apreendidos ou recuperados, no Brasil ou no exterior decorrentes da prática de crime de tráfico ilícito de drogas ou de “lavagem” ou ocultação de bens, direitos e valores, para ações relacionadas ao enfrentamento dessa pandemia no País.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  DESTINAÇÃO ,  RECURSOS FINANCEIROS ,  BENS ,  DIREITOS ,  PRODUTO ,  CRIME ,  TRAFICO ,  DROGA ,  LAVAGEM DE DINHEIRO ,  OCULTAÇÃO ,  APREENSÃO ,  BRASIL ,  PAIS ESTRANGEIRO ,  COMBATE ,  EMERGENCIA ,  SAUDE PUBLICA ,  PANDEMIA ,  EPIDEMIA ,  NOVO CORONAVIRUS (COVID-19) .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2020-04-20', 'DataLeitura': '2020-04-20'}","{'Classificacao': {'CodigoClasse': '33808942', 'DescricaoClasse': 'Saúde', 'DescricaoClasseHierarquica': 'Política Social / Saúde'}}","{'AssuntoEspecifico': {'Codigo': '149', 'Descricao': 'Saúde'}, 'AssuntoGeral': {'Codigo': '84', 'Descricao': 'Social'}}","{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 10:45:50'}}"
"{'CodigoMateria': '141813', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '02388', 'AnoMateria': '2020', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 2388/2020', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '7908929'}","{'EmentaMateria': 'Altera as Leis nºs 13.979, de 6 de fevereiro de 2020, e 9.998, de 17 de agosto de 2000, para permitir a aplicação de recursos do Fundo de Universalização dos Serviços de Telecomunicações na transferência de renda às famílias cadastradas no Cadastro Único para Programas Sociais do Governo Federal (CadÚnico) durante a emergência de saúde pública de importância internacional decorrente do coronavírus (Covid-19).', 'ExplicacaoEmentaMateria': 'Permite a aplicação de recursos do Fundo de Universalização dos Serviços de Telecomunicações – Fust – exclusivamente na subvenção do pagamento de serviços de telecomunicações às famílias cadastradas no Cadastro Único para Programas Sociais do Governo Federal (CadÚnico).', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  COMPOSIÇÃO ,  COMPETENCIA ,  CONSELHO GESTOR ,  FUNDO DE UNIVERSALIZAÇÃO DOS SERVIÇOS DE TELECOMUNICAÇÕES (FUST) . ALTERAÇÃO ,  LEI FEDERAL ,  AUTORIZAÇÃO ,  UTILIZAÇÃO ,  RECURSOS FINANCEIROS ,  FUNDO DE UNIVERSALIZAÇÃO DOS SERVIÇOS DE TELECOMUNICAÇÕES (FUST) ,  TRANSFERENCIA ,  RENDA ,  FAMILIA ,  CADASTRO UNICO PARA PROGRAMAS SOCIAIS (CADUNICO) ,  PERIODO ,  EMERGENCIA ,  SAUDE PUBLICA ,  PANDEMIA ,  EPIDEMIA ,  NOVO CORONAVIRUS (COVID-19) .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2020-05-05', 'DataLeitura': '2020-05-05'}","{'Classificacao': {'CodigoClasse': '33809363', 'DescricaoClasse': 'Assistência Social', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Assistência Social'}}","{'AssuntoEspecifico': {'Codigo': '138', 'Descricao': 'Assistência social'}, 'AssuntoGeral': {'Codigo': '84', 'Descricao': 'Social'}}","{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-25 17:24:42'}}"
